Template Content,Template Category
"Hey,
The countdown to better comfort begins 🤗
Your Order has been confirmed Track Your Order: https:app.easyecom.ioCarrierTrack?token=ne10776308481
Meanwhile, just relax & gear up for the best comfort journey ahead.
If you have any queries, please call us at 9811981911 or
write to us at care@thesleepcomapny.in
Enjoy Peaceful Sleep",Marketing
"⚠️Did anyone say a Price Drop Alert?🤩
Dear Smart Sleeper!
👉 The most blissful night's sleep is just a step away!🚶🏻‍♀️
Take advantage of the discounts on your preferred sleeping partner🙇‍♀️!
It's not just that💁‍♀️
😎Save more with “No Cost EMI” on Snapmint
🏃‍♀️Hurry! before it’s too late.",Marketing
"We apologize for the delay in delivering your order due to the festive season rush.
Please be assured that our logistics team is prioritizing your shipment, and we expect it to reach you within the next 3–4 days.
We truly value your patience and support during this busy period.",Utility
"Hey, {{1}}
Almost there! 🤩
The Sleep Company Product with {{2}} is out for delivery 🚚
If you have any queries, please call us at 9811981911 or
write to us at {{3}}
Enjoy Peaceful Sleep",Marketing
"Hi {{1}},
Here is your system-generated business summary for {{2}}.
Shopify:
• Total orders recorded: {{3}} • Total order value recorded: {{4}}
Amazon:
• Total orders recorded: {{5}} • Total order value recorded: {{6}}
Flipkart:
• Total orders recorded: {{7}} • Total order value recorded: {{8}}
This is an automated report for record-keeping purposes.",Utility
"Hi {{1}},
Here is your system-generated business summary for {{2}}.
Shopify:
• Total orders recorded: {{3}} • Total order value recorded: {{4}}
Amazon:
• Total orders recorded: {{5}} • Total order value recorded: {{6}}
Flipkart:
• Total orders recorded: {{7}} • Total order value recorded: {{8}}
Total order value: {{9}}
This is an automated report for record-keeping purposes.",Utility
"Packaging Material Details
Below are the current records for your packaging material:
• Order ID: {{1}}
• Delivery date: {{2}}
Once delivered, a technician will visit within {{3}}–{{4}} days to dismantle the product, followed by pickup.",Utility
"Packaging Delivery Update
Below are the current details for your packaging material:
• Status: Delivered
• Technician visit expected within {{1}}–{{2}} hours
You will receive an update once the technician is assigned. This message provides information related to your packaging and service schedule.",Utility
"Dear Customer,
Your products are successfully reserved under Smart Reserve. Please complete your payment within {{1}} days by visiting {{2}} to confirm your order.
Amount Paid: ₹{{3}}
Balance Amount : ₹{{4}}
Deadline: {{5}}
We’re holding your price and offer until then!
{{6}} | {{7}}
Thank you for choosing The Sleep Company",Utility
"Dear Customer,
This is your final reminder — your Smart Reserve will expire on {{1}}. Visit {{2}} tomorrow to complete your payment and confirm your order.
Need assistance? Call us at {{3}}.
Thank you for choosing The Sleep Company",Utility
"Dear Customer,
Since the Split Payment window for your order has ended, we’ve raised a refund ticket for the partial amount of ₹{{1}} that you have paid. Your Refund Ticket ID is {{2}} created on {{3}}.
Our CRM team will contact you shortly to collect your payment details and initiate the refund process.
For any further queries, please feel free to reach us at care@thesleepcompany.in.
Thank you for your patience and understanding.
Warm regards,
The Sleep Company Team",Utility
"Hi,
Half of your Smart Reserve window has passed.
Please visit {{1}} to complete your remaining payment of ₹{{2}} before {{3}}.
Thank you for choosing The Sleep Company",Utility
"Hello {{1}},
Your part order {{2}} has been booked against your request. Order ID: {{3}}
Item: {{4}}
Estimated Delivery Date: {{5}} to {{6}}
You can track the status at: {{7}}
If you have any queries, write to us at care@thesleepcompany.in
Thank you",Marketing
"Part Order Booked !
Part order.has been booked against your request. Order ID: {{1}}
Items: {{2}}
Estimated Delivery Date: {{3}}",Utility
"Part Order Confirmation
Hello {{1}},
Your part order (ID: {{2}}) has been successfully booked as per your request.
Order ID: {{3}}
Item: {{4}}
Estimated Delivery Date: {{5}}
For any assistance, you can reach us at care@thesleepcompany.in.
Thank you,",Utility
"Part Order Confirmation
Hello {{1}},
Your part order (ID: {{2}}) has been successfully booked as per your request.
Order ID: {{3}}
Item: {{4}}
Estimated Delivery Date: {{5}}
For any assistance, you can reach us at care@thesleepcompany.in.
Thank you",Utility
"Hi {{1}},
Your replacement part has been arranged and is currently being processed.
Items: {{2}}
Expected delivery date: {{3}}
Updates will be shared as the order status changes.
Order tracking details are available at the link provided below.",Utility
"The Sleep Company Product has been successfully picked up.
Thanks for your Patience!
If you have any queries, write to us at care@thesleepcompany.in Wish you a Peaceful Sleep",Utility
"Return Pickup failed for the product Our pickup partner will call & reattempt within 48 hours
If you have any queries, write to us at care@thesleepcompany.in Wish you a Peaceful Sleep",Utility
"Your Return request has been scheduled
Thanks for your Patience!
If you have any queries, write to us at care@thesleepcompany.in Wish you a Peaceful Sleep",Utility
"RETURN PICKED UP!
Your Product has been picked up from your premises. We will proceed with the refund process soon.
Thanks for your Patience",Utility
"Picked Up
Item successfully picked up. We’ll now process your refundreplacement.
Order ID: {{1}}
Item: {{2}}",Utility
"Pickup Cancelled
Pickup has been cancelled as per your request. We'll contact you to reschedule.
Order ID: {{1}}
Items: {{2}}
Please note your replacementrefund may be slightly delayed due to delay in pickup. Thanks for your patience and understanding.",Utility
"Pickup Update
This is to inform you that dismantling has been completed and your pickup has been scheduled.
• Courier Partner: {{1}}
• Product pickup Date: {{2}}
• Product(s): {{3}}
Our courier partner will contact you on the day of pickup for coordination.",Utility
"Pickup Rejected
Pickup could not be completed as it was rejected. We'll contact you to reschedule.
Order ID: {{1}}
Items: {{2}}
Please note your replacementrefund may be slightly delayed due to delay in pickup. Thanks for your patience and understanding.",Utility
The return pick-up for your order has been scheduled. Thanks for your Patience,Utility
"Replacement Booked
Your replacement request has been recorded. The pickup process for your existing item has been scheduled.
• Dismantling visit: {{1}}
• Pickup date: {{2}}
Replacement order ID: {{3}}— dispatch will take place after the pickup is completed.
• Replacement item: {{4}}
• Expected delivery: {{5}}
This message is shared for your order status reference.",Utility
"Replacement Order Update
Your replacement has been created. Pickup of your existing product has been initiated.
Timeline of order:
• Packaging delivery: {{1}}
• Dismantling visit: {{2}}
• Pickup (estimated): {{3}}
Replacement order ID {{4}} is on hold and will be shipped after the pickup is completed.
• Replacement item: {{5}}
• Estimated delivery: {{6}}",Utility
"Return Booked
Your return request for {{1}} has been successfully registered.
Our courier partner will complete packaging and dismantling before pickup. The refund will be processed once the item is collected.
Packaging delivery: {{2}}
Dismantling visit: {{3}}
Pickup Date: {{4}}
Order ID: {{5}}
Products(s): {{6}}
This message confirms your return has been booked and provides the scheduled service details.",Utility
"Hello, your requested quotation from The Sleep Company is ready.
Quotation Amount: ₹{{1}}
View Quotation: {{2}}
For any queries related to this quotation, reply to this message.",Utility
"Hi {{1}},
As requested below is the link to your invoice on your purchase of {{2}} from The Sleep Company
{{3}}
Let us know if anything needs clarification.",Utility
"Hi,
The amount for the item(s) in your quotation {{1}} has been updated.
Total revised amount: {{2}}
This message is sent in response to your request. For any further assistance, please refer to the existing support channel.",Marketing
"Hi Customer,
This is to inform you that the price of {{1}} included in your quotation has been revised to {{2}}.
As a result, the updated quotation reflects a saving of {{3}} on this item.
For the revised quotation or any further clarification, please contact the concerned team or visit your nearest The Sleep Company store.",Marketing
"Hi,
As requested below is the link for the product brochure
{{1}}
Let us know if anything needs clarification.",Utility
"Hi, your quotation {{1}} has been updated.
The prices of our products have been revised, resulting in an additional saving of ₹{{2}}.
Your new total quotation value is ₹{{3}}.
Please visit or contact your nearest The Sleep Company Store for assistance regarding this updated quotation.",Utility
"Hi Customer,
This is to inform you that the price of {{1}} included in your quotation has been revised to {{2}}.
As a result, the updated quotation reflects a saving of {{3}} on this item.
For the revised quotation or any further clarification, please contact the concerned team or visit your nearest The Sleep Company store.",Marketing
"Hi Customer,
This is to inform you that the amount of the product(s) in your quotation {{1}} has been updated due to a recent price revision.
Items: {{2}}
Revised Amount: {{3}}
If you need the updated quotation or any clarification, {{4}} and our support team will assist you further.",Marketing
"Hi, good news — the prices of the following products in your quotation {{1}} have recently decreased:
{{2}}
You now save a total of ₹{{3}} across these items.
Visit your nearest The Sleep Company store or contact the team to take advantage of these updated product prices.
Available for a limited period of time.",Marketing
"Hi, your quotation {{1}} has been updated.
The price of {{2}} has been revised to ₹{{3}}. You now have an updated saving of ₹{{4}}.
The new total quotation value is ₹{{5}}.
For further details or clarification, please contact your nearest The Sleep Company Store.",Utility
"Hi Customer,
This is an update regarding your quotation {{1}} that you requested earlier.
The cost of the item(s) listed has been revised.
Item(s): {{2}}
Revised amount: {{3}}
If you need the updated quotation copy or support, please contact your nearest store.",Marketing
"Hi, your quotation {{1}} has been updated.
The {{2}} in your quotation has been revised to ₹{{3}}. The adjustment reflects a difference of ₹{{4}}.
Your new total quotation amount is ₹{{5}}.
Please visit or contact your nearest The Sleep Company Store for any clarification or next steps.",Marketing
"Hi,
Thank you for your interest in The Sleep Company.
You can view your Proforma Invoice for the recent quotation below: {{1}}
Please review the details and complete the payment to confirm your order.
For any queries or assistance, our team is always here to help!",Utility
